Gene Ensembl ID,2020 Gene Name,2024 Gene Name,2020 Gene Type,2024 Gene Type
ENSMUSG00000074734,Taf7l2,,protein_coding,
ENSMUSG00000074735,Gm21994,,protein_coding,
ENSMUSG00000074736,Syndig1,Syndig1,protein_coding,protein_coding
ENSMUSG00000074737,C530025M09Rik,C530025M09Rik,lncRNA,lncRNA
ENSMUSG00000074738,Fndc10,Fndc10,protein_coding,protein_coding
ENSMUSG00000074743,Thbd,Thbd,protein_coding,protein_coding
ENSMUSG00000074746,Pdzd8,Pdzd8,protein_coding,protein_coding
ENSMUSG00000074748,Atxn7l3b,Atxn7l3b,protein_coding,protein_coding
ENSMUSG00000074749,Kiz,Kiz,protein_coding,protein_coding
ENSMUSG00000074753,Gm14092,Gm14092,lncRNA,lncRNA
ENSMUSG00000074754,Smim26,Smim26,protein_coding,protein_coding
ENSMUSG00000074758,Gm5535,Gm5535,lncRNA,lncRNA
ENSMUSG00000074763,Macrod2os2,Macrod2os2,lncRNA,lncRNA
ENSMUSG00000074764,Sel1l2,Sel1l2,protein_coding,protein_coding
ENSMUSG00000074766,Ism1,Ism1,protein_coding,protein_coding
ENSMUSG00000074768,Bhmt,Bhmt,protein_coding,protein_coding
ENSMUSG00000074771,Ankef1,Ankef1,protein_coding,protein_coding
ENSMUSG00000074776,Gm10754,Gm10754,lncRNA,lncRNA
ENSMUSG00000074780,Anapc15-ps,Anapc15-ps,protein_coding,protein_coding
ENSMUSG00000074781,Ube2n,Ube2n,protein_coding,protein_coding
ENSMUSG00000074782,4833422C13Rik,4833422C13Rik,lncRNA,lncRNA
ENSMUSG00000074783,AU019990,AU019990,lncRNA,lncRNA
ENSMUSG00000074785,Plxnc1,Plxnc1,protein_coding,protein_coding
ENSMUSG00000074793,Hspa12b,Hspa12b,protein_coding,protein_coding
ENSMUSG00000074794,Arrdc3,Arrdc3,protein_coding,protein_coding
ENSMUSG00000074796,Slc4a11,Slc4a11,protein_coding,protein_coding
ENSMUSG00000074797,Itpa,Itpa,protein_coding,protein_coding
ENSMUSG00000074802,Gas2l3,Gas2l3,protein_coding,protein_coding
ENSMUSG00000074805,Il1bos,Il1bos,lncRNA,lncRNA
ENSMUSG00000074807,Gm10762,Gm10762,lncRNA,lncRNA
ENSMUSG00000074811,Hps6,Hps6,protein_coding,protein_coding
ENSMUSG00000074812,Spdye4c,Spdye4c,protein_coding,protein_coding
ENSMUSG00000074813,Morrbid,Morrbid,lncRNA,lncRNA
ENSMUSG00000074817,Papolb,Papolb,protein_coding,protein_coding
ENSMUSG00000074818,Pdzd7,Pdzd7,protein_coding,protein_coding
ENSMUSG00000074824,Rslcan18,Rslcan18,protein_coding,protein_coding
ENSMUSG00000074825,Itpripl1,Itpripl1,protein_coding,protein_coding
ENSMUSG00000074826,Gm10767,Gm10767,protein_coding,protein_coding
ENSMUSG00000074829,2010315B03Rik,2010315B03Rik,protein_coding,protein_coding
ENSMUSG00000074832,2410141K09Rik,Zfp998,protein_coding,protein_coding
ENSMUSG00000074837,Gm10770,,protein_coding,
ENSMUSG00000074847,Gm10775,Gm10775,protein_coding,protein_coding
ENSMUSG00000074849,Spata31d1c,Spata31d1c,protein_coding,protein_coding
ENSMUSG00000074852,Hpse2,Hpse2,protein_coding,protein_coding
ENSMUSG00000074862,BC025920,BC025920,protein_coding,protein_coding
ENSMUSG00000074863,Platr25,Platr25,protein_coding,protein_coding
ENSMUSG00000074865,Zfp934,Zfp934,protein_coding,protein_coding
ENSMUSG00000074867,Zfp808,Zfp808,protein_coding,protein_coding
ENSMUSG00000074870,Cts3,Cts3,protein_coding,protein_coding
ENSMUSG00000074871,Ctsm,Ctsm,protein_coding,protein_coding
ENSMUSG00000074872,Ctxn2,Ctxn2,protein_coding,protein_coding
ENSMUSG00000074874,Ctla2b,Ctla2b,protein_coding,protein_coding
ENSMUSG00000074876,Spata5l1,,lncRNA,
ENSMUSG00000074881,Mageb3,Mageb3,protein_coding,protein_coding
ENSMUSG00000074882,Cyp2c68,Cyp2c68,protein_coding,protein_coding
ENSMUSG00000074884,Serf2,Serf2,protein_coding,protein_coding
ENSMUSG00000074885,Gm10782,Gm10782,lncRNA,lncRNA
ENSMUSG00000074886,Grk6,Grk6,protein_coding,protein_coding
ENSMUSG00000074887,EU599041,EU599041,lncRNA,lncRNA
ENSMUSG00000074890,Lcmt2,Lcmt2,protein_coding,protein_coding
ENSMUSG00000074892,B3galt5,B3galt5,protein_coding,protein_coding
ENSMUSG00000074895,Eif4e1b,Eif4e1b,protein_coding,protein_coding
ENSMUSG00000074896,Ifit3,Ifit3,protein_coding,protein_coding
ENSMUSG00000074899,Sptbn5,Sptbn5,protein_coding,protein_coding
ENSMUSG00000074909,Ranbp6,Ranbp6,protein_coding,protein_coding
ENSMUSG00000074912,Gm14207,Gm14207,lncRNA,lncRNA
ENSMUSG00000074913,Gm815,Gm815,protein_coding,protein_coding
ENSMUSG00000074916,Chst14,Chst14,protein_coding,protein_coding
ENSMUSG00000074918,Inafm2,Inafm2,protein_coding,protein_coding
ENSMUSG00000074919,Gm10787,Gm10787,lncRNA,lncRNA
ENSMUSG00000074922,Fam122a,Fam122a,protein_coding,protein_coding
ENSMUSG00000074923,Pak6,Pak6,protein_coding,protein_coding
ENSMUSG00000074925,Ptar1,Ptar1,protein_coding,protein_coding
ENSMUSG00000074928,Krtap14,Krtap14,protein_coding,protein_coding
ENSMUSG00000074934,Grem1,Grem1,protein_coding,protein_coding
ENSMUSG00000074939,Chrm5,Chrm5,protein_coding,protein_coding
ENSMUSG00000074945,Olfr1314,Or4f61,protein_coding,protein_coding
ENSMUSG00000074946,Olfr1313,Or4f60,protein_coding,protein_coding
ENSMUSG00000074947,Olfr1312,Or4f59,protein_coding,protein_coding
ENSMUSG00000074952,Olfr1308,Or4f57,protein_coding,protein_coding
ENSMUSG00000074955,Olfr1305,Or4f56,protein_coding,protein_coding
ENSMUSG00000074965,Olfr1277,Or4k35,protein_coding,protein_coding
ENSMUSG00000074966,Olfr1275,Or4f52,protein_coding,protein_coding
ENSMUSG00000074968,Ano3,Ano3,protein_coding,protein_coding
ENSMUSG00000074971,Fibin,Fibin,protein_coding,protein_coding
ENSMUSG00000074987,Wt1os,Wt1os,lncRNA,lncRNA
ENSMUSG00000074991,Gabrr3,Gabrr3,protein_coding,protein_coding
ENSMUSG00000074994,Qser1,Qser1,protein_coding,protein_coding
ENSMUSG00000074995,Olfr201,Or5ac19,protein_coding,protein_coding
ENSMUSG00000074996,Olfr199,Or5ac17,protein_coding,protein_coding
ENSMUSG00000074997,Pin1rt1,Pin1rt1,protein_coding,protein_coding
ENSMUSG00000075000,Nrbf2,Nrbf2,protein_coding,protein_coding
ENSMUSG00000075002,Gm813,Ftdc1,protein_coding,protein_coding
ENSMUSG00000075006,Gm10799,,protein_coding,
ENSMUSG00000075010,AW112010,AW112010,lncRNA,lncRNA
ENSMUSG00000075012,Fjx1,Fjx1,protein_coding,protein_coding
ENSMUSG00000075014,Gm10800,,protein_coding,
ENSMUSG00000075015,Gm10801,,protein_coding,
ENSMUSG00000075020,Mir670hg,Mir670hg,lncRNA,lncRNA
ENSMUSG00000075023,Accsl,Accsl,protein_coding,protein_coding
ENSMUSG00000075025,Gm10804,Gm10804,lncRNA,lncRNA
ENSMUSG00000075027,4631405J19Rik,4631405J19Rik,lncRNA,lncRNA
ENSMUSG00000075028,Prdm11,Prdm11,protein_coding,protein_coding
ENSMUSG00000075029,4930558J22Rik,4930558J22Rik,lncRNA,lncRNA
ENSMUSG00000075031,Hist1h2bb,H2bc3,protein_coding,protein_coding
ENSMUSG00000075033,Nxpe3,Nxpe3,protein_coding,protein_coding
ENSMUSG00000075040,Zfp408,Zfp408,protein_coding,protein_coding
ENSMUSG00000075042,4930431P03Rik,4930431P03Rik,lncRNA,lncRNA
ENSMUSG00000075044,Slc22a29,Slc22a29,protein_coding,protein_coding
ENSMUSG00000075045,Gm4981,Gm4981,protein_coding,protein_coding
ENSMUSG00000075046,Duxf3,Duxf3,protein_coding,protein_coding
ENSMUSG00000075054,Yae1d1,Yae1d1,protein_coding,protein_coding
ENSMUSG00000075061,Olfr1272,Or4b1b,protein_coding,protein_coding
ENSMUSG00000075062,Olfr1271,Or4b12,protein_coding,protein_coding
ENSMUSG00000075063,Olfr142,Or4b13,protein_coding,protein_coding
ENSMUSG00000075064,Olfr1506,Or4x15,protein_coding,protein_coding
ENSMUSG00000075065,Olfr1270,Or4b1,protein_coding,protein_coding
ENSMUSG00000075066,Olfr32,Or4b1d,protein_coding,protein_coding
ENSMUSG00000075067,,Or4x12-ps1,,protein_coding
ENSMUSG00000075068,Olfr140,Or4c3d,protein_coding,protein_coding
ENSMUSG00000075069,Olfr1264,Or4c3,protein_coding,protein_coding
ENSMUSG00000075070,4932412D23Rik,4932412D23Rik,lncRNA,lncRNA
ENSMUSG00000075072,Olfr48,Or4c58,protein_coding,protein_coding
ENSMUSG00000075073,Olfr1256,Or4a47,protein_coding,protein_coding
ENSMUSG00000075074,Olfr1254,Or4a81,protein_coding,protein_coding
ENSMUSG00000075075,Olfr1253,Or4a80,protein_coding,protein_coding
ENSMUSG00000075078,Olfr1250,Or4a77,protein_coding,protein_coding
ENSMUSG00000075079,Olfr1249,Or4a76,protein_coding,protein_coding
ENSMUSG00000075081,Olfr1247,Or4a74,protein_coding,protein_coding
ENSMUSG00000075084,Olfr1243,Or4a71,protein_coding,protein_coding
ENSMUSG00000075085,Olfr1242,Or4a70,protein_coding,protein_coding
ENSMUSG00000075086,Olfr1241,Or4a69,protein_coding,protein_coding
ENSMUSG00000075088,Olfr1239,Or4a2,protein_coding,protein_coding
ENSMUSG00000075090,Olfr1234,Or4a15,protein_coding,protein_coding
ENSMUSG00000075091,Olfr1233,Or4c125,protein_coding,protein_coding
ENSMUSG00000075092,Olfr1232,Or4c124,protein_coding,protein_coding
ENSMUSG00000075093,Olfr1231,Or4c1,protein_coding,protein_coding
ENSMUSG00000075094,Olfr1230,Or4c123,protein_coding,protein_coding
ENSMUSG00000075095,Olfr1229,Or4c15b,protein_coding,protein_coding
ENSMUSG00000075097,Olfr1226,Or4c121,protein_coding,protein_coding
ENSMUSG00000075099,Olfr1224-ps1,Or4c119,protein_coding,protein_coding
ENSMUSG00000075100,Olfr1223,Or4c118,protein_coding,protein_coding
ENSMUSG00000075101,Olfr1222,Or4c117,protein_coding,protein_coding
ENSMUSG00000075102,Olfr1221,Or4c116,protein_coding,protein_coding
ENSMUSG00000075104,Olfr1219,Or4c114,protein_coding,protein_coding
ENSMUSG00000075105,Olfr1218,Or4c113,protein_coding,protein_coding
ENSMUSG00000075107,Olfr1216,Or4c111,protein_coding,protein_coding
ENSMUSG00000075110,Olfr1214,Or4c109,protein_coding,protein_coding
ENSMUSG00000075111,Gm13762,Or4c108,protein_coding,protein_coding
ENSMUSG00000075112,Olfr1211,Or4c15,protein_coding,protein_coding
ENSMUSG00000075113,Olfr1209,Or4c29,protein_coding,protein_coding
ENSMUSG00000075114,Olfr1208,Or4p8,protein_coding,protein_coding
ENSMUSG00000075115,Olfr1200,Or4a67,protein_coding,protein_coding
ENSMUSG00000075117,Olfr1198,Or4p23,protein_coding,protein_coding
ENSMUSG00000075119,Olfr1197,Or4a27,protein_coding,protein_coding
ENSMUSG00000075120,Olfr1196,Or4a66,protein_coding,protein_coding
ENSMUSG00000075121,Olfr1195,Or4c103,protein_coding,protein_coding
ENSMUSG00000075122,Cd80,Cd80,protein_coding,protein_coding
ENSMUSG00000075125,Olfr1181,Or4p20,protein_coding,protein_coding
ENSMUSG00000075126,,Or4p4b-ps1,,protein_coding
ENSMUSG00000075127,Olfr1179,Or4p18,protein_coding,protein_coding
ENSMUSG00000075128,Olfr1177-ps,Or5d3,protein_coding,protein_coding
ENSMUSG00000075132,Olfr1173,Or5d43,protein_coding,protein_coding
ENSMUSG00000075133,Olfr1170,Or5d41,protein_coding,protein_coding
ENSMUSG00000075136,Olfr1164,Or5d37,protein_coding,protein_coding
ENSMUSG00000075137,Olfr1163,Or5d36,protein_coding,protein_coding
ENSMUSG00000075139,Olfr1162,Or5d14,protein_coding,protein_coding
ENSMUSG00000075140,Olfr73,Or5d18,protein_coding,protein_coding
ENSMUSG00000075141,Olfr1160,Or9m1b,protein_coding,protein_coding
ENSMUSG00000075142,Olfr74,Or5d47,protein_coding,protein_coding
ENSMUSG00000075143,Olfr1157,Or5l14,protein_coding,protein_coding
ENSMUSG00000075144,Olfr1156,Or5l13,protein_coding,protein_coding
ENSMUSG00000075145,Olfr1155,Or5d16,protein_coding,protein_coding
ENSMUSG00000075146,Olfr1154,Or9m1,protein_coding,protein_coding
ENSMUSG00000075148,Olfr1141,Or5w17,protein_coding,protein_coding
ENSMUSG00000075149,Olfr1138,Or5w15,protein_coding,protein_coding
ENSMUSG00000075150,Olfr1137,Or5w14,protein_coding,protein_coding
ENSMUSG00000075151,Olfr1136,Or5w13,protein_coding,protein_coding
ENSMUSG00000075153,Olfr1135,Or5w12,protein_coding,protein_coding
ENSMUSG00000075155,Olfr1133,Or5w1b,protein_coding,protein_coding
ENSMUSG00000075156,Olfr1128,Or5w10,protein_coding,protein_coding
ENSMUSG00000075158,Olfr1111,Or5as1,protein_coding,protein_coding
ENSMUSG00000075159,Olfr1110,Or5aq1,protein_coding,protein_coding
ENSMUSG00000075160,Olfr259,Or5aq7,protein_coding,protein_coding
ENSMUSG00000075161,Olfr1109,Or5aq6,protein_coding,protein_coding
ENSMUSG00000075163,Olfr1107,Or5aq1b,protein_coding,protein_coding
ENSMUSG00000075164,Olfr1106,Or5j1,protein_coding,protein_coding
ENSMUSG00000075165,Olfr1105,Or5be3,protein_coding,protein_coding
ENSMUSG00000075166,Olfr1104,Or8i2,protein_coding,protein_coding
ENSMUSG00000075167,Olfr1101,Or5t16,protein_coding,protein_coding
ENSMUSG00000075168,Olfr1099,Or8h9,protein_coding,protein_coding
ENSMUSG00000075169,Olfr1098,Or8h8,protein_coding,protein_coding
ENSMUSG00000075170,Olfr1097,Or8h7,protein_coding,protein_coding
ENSMUSG00000075171,Olfr1095,Or5t15,protein_coding,protein_coding
ENSMUSG00000075172,Olfr1090,Or8k40,protein_coding,protein_coding
ENSMUSG00000075174,Olfr1087,Or8k3b,protein_coding,protein_coding
ENSMUSG00000075175,Olfr1086,Or5t7,protein_coding,protein_coding
ENSMUSG00000075176,Olfr1085,Or8k38,protein_coding,protein_coding
ENSMUSG00000075179,Olfr1079,Or8k32,protein_coding,protein_coding
ENSMUSG00000075181,Olfr1066,Or8k28,protein_coding,protein_coding
ENSMUSG00000075184,F930017D23Rik,F930017D23Rik,lncRNA,lncRNA
ENSMUSG00000075185,Olfr1061,Or8k25,protein_coding,protein_coding
ENSMUSG00000075186,Olfr1058,Or8k24,protein_coding,protein_coding
ENSMUSG00000075187,Olfr1057,Or8j3b,protein_coding,protein_coding
ENSMUSG00000075188,Olfr1056,Or8k23,protein_coding,protein_coding
ENSMUSG00000075189,Olfr1055,Or8k53,protein_coding,protein_coding
ENSMUSG00000075190,Olfr1054,Or8k22,protein_coding,protein_coding
ENSMUSG00000075192,Olfr1053,Or8k21,protein_coding,protein_coding
ENSMUSG00000075193,Olfr1051,Or8k20,protein_coding,protein_coding
ENSMUSG00000075194,Olfr1049,Or8k18,protein_coding,protein_coding
ENSMUSG00000075195,Olfr1048,Or8k17,protein_coding,protein_coding
ENSMUSG00000075196,Olfr1047,Or8k3,protein_coding,protein_coding
ENSMUSG00000075197,Olfr1046,Or8k1,protein_coding,protein_coding
ENSMUSG00000075198,Olfr1045,Or8j3,protein_coding,protein_coding
ENSMUSG00000075199,Olfr52,Or8u8,protein_coding,protein_coding
ENSMUSG00000075200,Olfr1044,Or8u9,protein_coding,protein_coding
ENSMUSG00000075201,Olfr1043,Or5al7,protein_coding,protein_coding
ENSMUSG00000075202,Olfr1042,Or5al1,protein_coding,protein_coding
ENSMUSG00000075203,Olfr1040,Or5al6,protein_coding,protein_coding
ENSMUSG00000075204,Olfr1039,Or5al5,protein_coding,protein_coding
ENSMUSG00000075205,Olfr1037,Or8u10,protein_coding,protein_coding
ENSMUSG00000075206,Olfr1024,Or5m12,protein_coding,protein_coding
ENSMUSG00000075208,Olfr1019,Or5ar1,protein_coding,protein_coding
ENSMUSG00000075209,Olfr1016,Or9g20,protein_coding,protein_coding
ENSMUSG00000075210,Olfr1012,Or9g3,protein_coding,protein_coding
ENSMUSG00000075211,Olfr1006,Or9g4,protein_coding,protein_coding
ENSMUSG00000075212,Olfr154,Or5g26,protein_coding,protein_coding
ENSMUSG00000075214,Olfr1002,Or5g25,protein_coding,protein_coding
ENSMUSG00000075215,Olfr1000,Or5g23,protein_coding,protein_coding
ENSMUSG00000075217,4833423E24Rik,Fads2b,protein_coding,protein_coding
ENSMUSG00000075218,Olfr995,Or5ak25,protein_coding,protein_coding
ENSMUSG00000075219,Olfr994,Or5ak24,protein_coding,protein_coding
ENSMUSG00000075220,Olfr993,Or5ak23,protein_coding,protein_coding
ENSMUSG00000075221,Olfr992,Or5ak22,protein_coding,protein_coding
ENSMUSG00000075222,Olfr988,Or5ak20,protein_coding,protein_coding
ENSMUSG00000075223,Olfr987,Or5ak4,protein_coding,protein_coding
ENSMUSG00000075224,Lrrc55,Lrrc55,protein_coding,protein_coding
ENSMUSG00000075225,Ccdc162,Ccdc162,protein_coding,protein_coding
ENSMUSG00000075227,Znhit2,Znhit2,protein_coding,protein_coding
ENSMUSG00000075229,Ccdc58,Ccdc58,protein_coding,protein_coding
ENSMUSG00000075232,Amd1,Amd1,protein_coding,protein_coding
ENSMUSG00000075249,Fsip2,Fsip2,protein_coding,protein_coding
ENSMUSG00000075254,Heg1,Heg1,protein_coding,protein_coding
ENSMUSG00000075256,Cerkl,Cerkl,protein_coding,protein_coding
ENSMUSG00000075265,Tnk2os,Tnk2os,lncRNA,lncRNA
ENSMUSG00000075266,Cenpw,Cenpw,protein_coding,protein_coding
ENSMUSG00000075267,Pjvk,Pjvk,protein_coding,protein_coding
ENSMUSG00000075269,Bex6,Bex6,protein_coding,protein_coding
ENSMUSG00000075270,Pde11a,Pde11a,protein_coding,protein_coding
ENSMUSG00000075271,Ttc30a1,Ttc30a1,protein_coding,protein_coding
ENSMUSG00000075272,Ttc30a2,Ttc30a2,protein_coding,protein_coding
ENSMUSG00000075273,Ttc30b,Ttc30b,protein_coding,protein_coding
ENSMUSG00000075277,Haglr,Haglr,lncRNA,lncRNA
ENSMUSG00000075284,Wipf1,Wipf1,protein_coding,protein_coding
ENSMUSG00000075286,Gm1968,Gm1968,lncRNA,lncRNA
ENSMUSG00000075289,Carns1,Carns1,protein_coding,protein_coding
ENSMUSG00000075296,Aldh3b2,Aldh3b2,protein_coding,protein_coding
ENSMUSG00000075297,H60b,H60b,protein_coding,protein_coding
ENSMUSG00000075302,Erich2,Erich2,protein_coding,protein_coding
ENSMUSG00000075304,Sp5,Sp5,protein_coding,protein_coding
ENSMUSG00000075307,Klhl41,Klhl41,protein_coding,protein_coding
ENSMUSG00000075316,Scn9a,Scn9a,protein_coding,protein_coding
ENSMUSG00000075318,Scn2a,Scn2a,protein_coding,protein_coding
ENSMUSG00000075324,Fign,Fign,protein_coding,protein_coding
ENSMUSG00000075325,Gm13582,Gm13582,lncRNA,lncRNA
ENSMUSG00000075327,Zbtb2,Zbtb2,protein_coding,protein_coding
ENSMUSG00000075330,A930003A15Rik,A930003A15Rik,protein_coding,protein_coding
ENSMUSG00000075334,Rprm,Rprm,protein_coding,protein_coding
ENSMUSG00000075335,4930588K23Rik,4930588K23Rik,lncRNA,lncRNA
ENSMUSG00000075370,Igll1,Igll1,protein_coding,protein_coding
ENSMUSG00000075376,Rc3h2,Rc3h2,protein_coding,protein_coding
ENSMUSG00000075377,Olfr362,Or1b1,protein_coding,protein_coding
ENSMUSG00000075378,Olfr361,Or12k8,protein_coding,protein_coding
ENSMUSG00000075379,Olfr358,Or12k5,protein_coding,protein_coding
ENSMUSG00000075380,Olfr355,Or1l8,protein_coding,protein_coding
ENSMUSG00000075382,Olfr353,Or1n1b,protein_coding,protein_coding
ENSMUSG00000075383,Olfr351,Or1n1,protein_coding,protein_coding
ENSMUSG00000075384,Olfr3,Or1j1,protein_coding,protein_coding
ENSMUSG00000075387,Olfr341,Or1j13,protein_coding,protein_coding
ENSMUSG00000075389,2810410L24Rik,Reno1,lncRNA,lncRNA
ENSMUSG00000075394,Hoxc4,Hoxc4,protein_coding,protein_coding
ENSMUSG00000075395,A630010A05Rik,A630010A05Rik,protein_coding,lncRNA
ENSMUSG00000075402,Krt76,Krt76,protein_coding,protein_coding
ENSMUSG00000075405,9430097D07Rik,9430097D07Rik,lncRNA,lncRNA
ENSMUSG00000075408,Smim41,Smim41,protein_coding,protein_coding
ENSMUSG00000075410,Prcd,Prcd,protein_coding,protein_coding
ENSMUSG00000075415,Fnbp1,Fnbp1,protein_coding,protein_coding
ENSMUSG00000075416,Gm14488,Gm14488,lncRNA,lncRNA
ENSMUSG00000075419,Dolk,Dolk,protein_coding,protein_coding
ENSMUSG00000075420,Smim6,Smim6,protein_coding,protein_coding
ENSMUSG00000075425,Gm13547,,protein_coding,
ENSMUSG00000075427,Olfr288,Or10ad1c,protein_coding,protein_coding
ENSMUSG00000075431,Gm11691,Gm11691,lncRNA,lncRNA
ENSMUSG00000075437,Gm11681,Gm11681,lncRNA,lncRNA
ENSMUSG00000075463,4930594M22Rik,4930594M22Rik,lncRNA,lncRNA
ENSMUSG00000075465,Gm10837,Gm10837,lncRNA,lncRNA
ENSMUSG00000075467,Dnlz,Dnlz,protein_coding,protein_coding
ENSMUSG00000075470,Alg10b,Alg10b,protein_coding,protein_coding
ENSMUSG00000075478,Slitrk1,Slitrk1,protein_coding,protein_coding
ENSMUSG00000075486,Commd6,Commd6,protein_coding,protein_coding
ENSMUSG00000075502,Kbtbd6,Kbtbd6,protein_coding,protein_coding
ENSMUSG00000075510,Fam187a,Fam187a,protein_coding,protein_coding
ENSMUSG00000075511,1700001L05Rik,1700001L05Rik,lncRNA,lncRNA
ENSMUSG00000075512,Gm1587,Gm1587,lncRNA,lncRNA
ENSMUSG00000075514,Gm13375,Gm13375,lncRNA,lncRNA
ENSMUSG00000075520,Malrd1,Malrd1,protein_coding,protein_coding
ENSMUSG00000075524,4930407I10Rik,4930407I10Rik,protein_coding,protein_coding
ENSMUSG00000075528,Aarsd1,Aarsd1,protein_coding,protein_coding
ENSMUSG00000075534,Gm13262,Gm13262,lncRNA,lncRNA
ENSMUSG00000075538,Gm10855,Gm10855,lncRNA,lncRNA
ENSMUSG00000075543,Urad,Urad,protein_coding,protein_coding
ENSMUSG00000075549,Gm6878,Gm6878,lncRNA,lncRNA
ENSMUSG00000075551,Cyp3a41a,Cyp3a41a,protein_coding,protein_coding
ENSMUSG00000075552,Cyp3a41b,Cyp3a41b,protein_coding,protein_coding
ENSMUSG00000075553,Gm5464,Gm5464,lncRNA,lncRNA
ENSMUSG00000075555,Gm10863,Gm10863,lncRNA,lncRNA
ENSMUSG00000075558,Gm17151,Gm17151,lncRNA,lncRNA
ENSMUSG00000075566,Krtap4-6,Krtap4-6,protein_coding,protein_coding
ENSMUSG00000075567,Krtap1-4,Krtap1-4,protein_coding,protein_coding
ENSMUSG00000075569,Rsph10b,Rsph10b,protein_coding,protein_coding
ENSMUSG00000075570,Krt26,Krt26,protein_coding,protein_coding
ENSMUSG00000075571,Defb30,Defb30,protein_coding,protein_coding
ENSMUSG00000075572,Defb43,Defb43,protein_coding,protein_coding
ENSMUSG00000075573,Defb47,Defb47,protein_coding,protein_coding
ENSMUSG00000075574,Defb48,Defb48,protein_coding,protein_coding
ENSMUSG00000075576,Gm12359,Gm12359,lncRNA,lncRNA
ENSMUSG00000075585,6330403L08Rik,6330403L08Rik,lncRNA,lncRNA
ENSMUSG00000075586,Gm11529,Gm11529,lncRNA,lncRNA
ENSMUSG00000075588,Hoxb2,Hoxb2,protein_coding,protein_coding
ENSMUSG00000075589,Gm11536,Gm11536,lncRNA,lncRNA
ENSMUSG00000075590,Nrbp2,Nrbp2,protein_coding,protein_coding
ENSMUSG00000075591,Gm10874,Gm10874,lncRNA,lncRNA
ENSMUSG00000075592,Nynrin,Nynrin,protein_coding,protein_coding
ENSMUSG00000075593,Gal3st4,Gal3st4,protein_coding,protein_coding
ENSMUSG00000075595,Zfp652,Zfp652,protein_coding,protein_coding
ENSMUSG00000075598,Smok3c,Smok3c,protein_coding,protein_coding
ENSMUSG00000075599,Smok3a,Smok3a,protein_coding,protein_coding
ENSMUSG00000075600,Zc3h3,Zc3h3,protein_coding,protein_coding
ENSMUSG00000075602,Ly6a,Ly6a,protein_coding,protein_coding
ENSMUSG00000075604,Cyp11b1,Cyp11b1,protein_coding,protein_coding
ENSMUSG00000075605,Slurp2,Slurp2,protein_coding,protein_coding
ENSMUSG00000075610,Tmem92,Tmem92,protein_coding,protein_coding
ENSMUSG00000075700,Selenot,Selenot,protein_coding,protein_coding
ENSMUSG00000075701,Selenos,Selenos,protein_coding,protein_coding
ENSMUSG00000075702,Selenom,Selenom,protein_coding,protein_coding
ENSMUSG00000075703,Selenoi,Selenoi,protein_coding,protein_coding
ENSMUSG00000075704,Txnrd2,Txnrd2,protein_coding,protein_coding
ENSMUSG00000075705,Msrb1,Msrb1,protein_coding,protein_coding
ENSMUSG00000075706,Gpx4,Gpx4,protein_coding,protein_coding
ENSMUSG00000075707,Dio3,Dio3,protein_coding,protein_coding
ENSMUSG00000076430,Hus1b,Hus1b,protein_coding,protein_coding
ENSMUSG00000076431,Sox4,Sox4,protein_coding,protein_coding
ENSMUSG00000076432,Ywhaq,Ywhaq,protein_coding,protein_coding
ENSMUSG00000076433,Cep295nl,Cep295nl,protein_coding,protein_coding
ENSMUSG00000076434,Wfdc3,Wfdc3,protein_coding,protein_coding
ENSMUSG00000076435,Acsf2,Acsf2,protein_coding,protein_coding
ENSMUSG00000076436,Oxct2a,Oxct2a,protein_coding,protein_coding
ENSMUSG00000076437,Selenoh,Selenoh,protein_coding,protein_coding
ENSMUSG00000076438,Oxct2b,Oxct2b,protein_coding,protein_coding
ENSMUSG00000076439,Mog,Mog,protein_coding,protein_coding
ENSMUSG00000076441,Ass1,Ass1,protein_coding,protein_coding
ENSMUSG00000076461,Trbv1,Trbv1,protein_coding,protein_coding
ENSMUSG00000076462,Trbv2,Trbv2,protein_coding,protein_coding
ENSMUSG00000076463,Trbv3,Trbv3,protein_coding,protein_coding
ENSMUSG00000076465,Trbv5,Trbv5,protein_coding,protein_coding
ENSMUSG00000076467,Trbv13-1,Trbv13-1,protein_coding,protein_coding
ENSMUSG00000076469,Trbv13-2,Trbv13-2,protein_coding,protein_coding
ENSMUSG00000076470,Trbv13-3,Trbv13-3,protein_coding,protein_coding
ENSMUSG00000076471,Trbv14,Trbv14,protein_coding,protein_coding
ENSMUSG00000076472,Trbv15,Trbv15,protein_coding,protein_coding
ENSMUSG00000076473,Trbv16,Trbv16,protein_coding,protein_coding
ENSMUSG00000076474,Trbv17,Trbv17,protein_coding,protein_coding
ENSMUSG00000076475,Trbv19,Trbv19,protein_coding,protein_coding
ENSMUSG00000076476,Trbv20,Trbv20,protein_coding,protein_coding
ENSMUSG00000076477,Trbv21,Trbv21,protein_coding,protein_coding
ENSMUSG00000076478,Trbv23,Trbv23,protein_coding,protein_coding
ENSMUSG00000076479,Trbv26,Trbv26,protein_coding,protein_coding
ENSMUSG00000076480,Trbv29,Trbv29,protein_coding,protein_coding
ENSMUSG00000076481,Trbv30,Trbv30,protein_coding,protein_coding
ENSMUSG00000076483,Trbj1-1,Trbj1-1,protein_coding,protein_coding
ENSMUSG00000076484,Trbj1-2,Trbj1-2,protein_coding,protein_coding
