Gene_Ensembl_ID,2020_Gene_Name,2024_Gene_Name,2020_Gene_Type,2024_Gene_Type
ENSG00000181374,CCL13,CCL13,protein_coding,protein_coding
ENSG00000181378,CFAP65,CFAP65,protein_coding,protein_coding
ENSG00000181381,DDX60L,DDX60L,protein_coding,protein_coding
ENSG00000181392,SYNE4,SYNE4,protein_coding,protein_coding
ENSG00000181396,OGFOD3,OGFOD3,protein_coding,protein_coding
ENSG00000181404,WASHC1,WASHC1,protein_coding,protein_coding
ENSG00000181408,UTS2R,UTS2R,protein_coding,protein_coding
ENSG00000181409,AATK,AATK,protein_coding,protein_coding
ENSG00000181418,DDN,DDN,protein_coding,protein_coding
ENSG00000181433,SAGE1,SAGE1,protein_coding,protein_coding
ENSG00000181444,ZNF467,ZNF467,protein_coding,protein_coding
ENSG00000181449,SOX2,SOX2,protein_coding,protein_coding
ENSG00000181450,ZNF678,ZNF678,protein_coding,protein_coding
ENSG00000181458,TMEM45A,TMEM45A,protein_coding,protein_coding
ENSG00000181467,RAP2B,RAP2B,protein_coding,protein_coding
ENSG00000181472,ZBTB2,ZBTB2,protein_coding,protein_coding
ENSG00000181481,RNF135,RNF135,protein_coding,protein_coding
ENSG00000181499,OR6T1,OR6T1,protein_coding,protein_coding
ENSG00000181513,ACBD4,ACBD4,protein_coding,protein_coding
ENSG00000181518,OR8D4,OR8D4,protein_coding,protein_coding
ENSG00000181523,SGSH,SGSH,protein_coding,protein_coding
ENSG00000181541,MAB21L2,MAB21L2,protein_coding,protein_coding
ENSG00000181544,FANCB,FANCB,protein_coding,protein_coding
ENSG00000181552,EDDM3B,EDDM3B,protein_coding,protein_coding
ENSG00000181555,SETD2,SETD2,protein_coding,protein_coding
ENSG00000181562,EDDM3A,EDDM3A,protein_coding,protein_coding
ENSG00000181577,C6orf223,LINC03040,protein_coding,lncRNA
ENSG00000181585,TMIE,TMIE,protein_coding,protein_coding
ENSG00000181588,MEX3D,MEX3D,protein_coding,protein_coding
ENSG00000181609,OR52D1,OR52D1,protein_coding,protein_coding
ENSG00000181610,MRPS23,MRPS23,protein_coding,protein_coding
ENSG00000181616,OR52H1,OR52H1,protein_coding,protein_coding
ENSG00000181617,FDCSP,FDCSP,protein_coding,protein_coding
ENSG00000181619,GPR135,GPR135,protein_coding,protein_coding
ENSG00000181625,SLX1B,SLX1B,protein_coding,protein_coding
ENSG00000181626,ANKRD62,ANKRD62,protein_coding,protein_coding
ENSG00000181631,P2RY13,P2RY13,protein_coding,protein_coding
ENSG00000181634,TNFSF15,TNFSF15,protein_coding,protein_coding
ENSG00000181638,ZFP41,ZFP41,protein_coding,protein_coding
ENSG00000181649,PHLDA2,PHLDA2,protein_coding,protein_coding
ENSG00000181652,ATG9B,ATG9B,protein_coding,protein_coding
ENSG00000181656,GPR88,GPR88,protein_coding,protein_coding
ENSG00000181666,ZNF875,ZNF875,protein_coding,protein_coding
ENSG00000181690,PLAG1,PLAG1,protein_coding,protein_coding
ENSG00000181693,OR8H1,OR8H1,protein_coding,protein_coding
ENSG00000181698,OR5T1,OR5T1,protein_coding,protein_coding
ENSG00000181704,YIPF6,YIPF6,protein_coding,protein_coding
ENSG00000181718,OR5T2,OR5T2,protein_coding,protein_coding
ENSG00000181722,ZBTB20,ZBTB20,protein_coding,protein_coding
ENSG00000181733,OR2Z1,OR2Z1,protein_coding,protein_coding
ENSG00000181744,DIPK2A,DIPK2A,protein_coding,protein_coding
ENSG00000181751,C5orf30,MACIR,protein_coding,protein_coding
ENSG00000181752,OR8K5,OR8K5,protein_coding,protein_coding
ENSG00000181754,AMIGO1,AMIGO1,protein_coding,protein_coding
ENSG00000181761,OR8H3,OR8H3,protein_coding,protein_coding
ENSG00000181767,OR8H2,OR8H2,protein_coding,protein_coding
ENSG00000181773,GPR3,GPR3,protein_coding,protein_coding
ENSG00000181778,TMEM252,TMEM252,protein_coding,protein_coding
ENSG00000181781,ODF3L2,ODF3L2,protein_coding,protein_coding
ENSG00000181785,OR5AS1,OR5AS1,protein_coding,protein_coding
ENSG00000181786,ACTL9,ACTL9,protein_coding,protein_coding
ENSG00000181788,SIAH2,SIAH2,protein_coding,protein_coding
ENSG00000181789,COPG1,COPG1,protein_coding,protein_coding
ENSG00000181790,ADGRB1,ADGRB1,protein_coding,protein_coding
ENSG00000181798,LINC00471,LINC00471,lncRNA,lncRNA
ENSG00000181800,CELF2-AS1,CELF2-AS1,lncRNA,lncRNA
ENSG00000181803,OR6S1,OR6S1,protein_coding,protein_coding
ENSG00000181804,SLC9A9,SLC9A9,protein_coding,protein_coding
ENSG00000181817,LSM10,LSM10,protein_coding,protein_coding
ENSG00000181826,RELL1,RELL1,protein_coding,protein_coding
ENSG00000181827,RFX7,RFX7,protein_coding,protein_coding
ENSG00000181830,SLC35C1,SLC35C1,protein_coding,protein_coding
ENSG00000181847,TIGIT,TIGIT,protein_coding,protein_coding
ENSG00000181852,RNF41,RNF41,protein_coding,protein_coding
ENSG00000181856,SLC2A4,SLC2A4,protein_coding,protein_coding
ENSG00000181867,FTMT,FTMT,protein_coding,protein_coding
ENSG00000181873,IBA57,IBA57,protein_coding,protein_coding
ENSG00000181885,CLDN7,CLDN7,protein_coding,protein_coding
ENSG00000181894,ZNF329,ZNF329,protein_coding,protein_coding
ENSG00000181896,ZNF101,ZNF101,protein_coding,protein_coding
ENSG00000181903,OR4C6,OR4C6,protein_coding,protein_coding
ENSG00000181904,C5orf24,C5orf24,protein_coding,protein_coding
ENSG00000181908,LINC02724,LINC02724,lncRNA,lncRNA
ENSG00000181915,ADO,ADO,protein_coding,protein_coding
ENSG00000181924,COA4,COA4,protein_coding,protein_coding
ENSG00000181927,OR4P4,OR4P4,protein_coding,protein_coding
ENSG00000181929,PRKAG1,PRKAG1,protein_coding,protein_coding
ENSG00000181938,GINS3,GINS3,protein_coding,protein_coding
ENSG00000181939,OR4C15,OR4C15,protein_coding,protein_coding
ENSG00000181958,OR4A15,OR4A15,protein_coding,protein_coding
ENSG00000181961,OR4A16,OR4A16,protein_coding,protein_coding
ENSG00000181963,OR52K2,OR52K2,protein_coding,protein_coding
ENSG00000181965,NEUROG1,NEUROG1,protein_coding,protein_coding
ENSG00000181982,CCDC149,CCDC149,protein_coding,protein_coding
ENSG00000181991,MRPS11,MRPS11,protein_coding,protein_coding
ENSG00000182004,SNRPE,SNRPE,protein_coding,protein_coding
ENSG00000182010,RTKN2,RTKN2,protein_coding,protein_coding
ENSG00000182013,PNMA8A,PNMA8A,protein_coding,protein_coding
ENSG00000182022,CHST15,CHST15,protein_coding,protein_coding
ENSG00000182035,ADIG,ADIG,protein_coding,protein_coding
ENSG00000182040,USH1G,USH1G,protein_coding,protein_coding
ENSG00000182050,MGAT4C,MGAT4C,protein_coding,protein_coding
ENSG00000182053,TRIM49B,TRIM49B,protein_coding,protein_coding
ENSG00000182054,IDH2,IDH2,protein_coding,protein_coding
ENSG00000182057,OGFRP1,OGFRP1,lncRNA,lncRNA
ENSG00000182070,OR52A1,OR52A1,protein_coding,protein_coding
ENSG00000182077,,PTCHD3,,protein_coding
ENSG00000182083,OR6B2,OR6B2,protein_coding,protein_coding
ENSG00000182087,TMEM259,TMEM259,protein_coding,protein_coding
ENSG00000182093,GET1,GET1,protein_coding,protein_coding
ENSG00000182095,TNRC18,TNRC18,protein_coding,protein_coding
ENSG00000182103,FAM181B,FAM181B,protein_coding,protein_coding
ENSG00000182107,TMEM30B,TMEM30B,protein_coding,protein_coding
ENSG00000182108,DEXI,DEXI,protein_coding,protein_coding
ENSG00000182111,ZNF716,ZNF716,protein_coding,protein_coding
ENSG00000182117,NOP10,NOP10,protein_coding,protein_coding
ENSG00000182118,FAM89A,FAM89A,protein_coding,protein_coding
ENSG00000182132,KCNIP1,KCNIP1,protein_coding,protein_coding
ENSG00000182134,TDRKH,TDRKH,protein_coding,protein_coding
ENSG00000182141,ZNF708,ZNF708,protein_coding,protein_coding
ENSG00000182149,IST1,IST1,protein_coding,protein_coding
ENSG00000182150,ERCC6L2,ERCC6L2,protein_coding,protein_coding
ENSG00000182154,MRPL41,MRPL41,protein_coding,protein_coding
ENSG00000182156,ENPP7,ENPP7,protein_coding,protein_coding
ENSG00000182158,CREB3L2,CREB3L2,protein_coding,protein_coding
ENSG00000182162,P2RY8,P2RY8,protein_coding,protein_coding
ENSG00000182165,TP53TG1,TP53TG1,lncRNA,lncRNA
ENSG00000182168,UNC5C,UNC5C,protein_coding,protein_coding
ENSG00000182170,MRGPRG,MRGPRG,protein_coding,protein_coding
ENSG00000182173,TSEN54,TSEN54,protein_coding,protein_coding
ENSG00000182175,RGMA,RGMA,protein_coding,protein_coding
ENSG00000182177,ASB18,ASB18,protein_coding,protein_coding
ENSG00000182179,UBA7,UBA7,protein_coding,protein_coding
ENSG00000182180,MRPS16,MRPS16,protein_coding,protein_coding
ENSG00000182183,SHISAL2A,SHISAL2A,protein_coding,protein_coding
ENSG00000182185,RAD51B,RAD51B,protein_coding,protein_coding
ENSG00000182187,CRYGB,CRYGB,protein_coding,protein_coding
ENSG00000182195,LDOC1,LDOC1,protein_coding,protein_coding
ENSG00000182196,ARL6IP4,ARL6IP4,protein_coding,protein_coding
ENSG00000182197,EXT1,EXT1,protein_coding,protein_coding
ENSG00000182199,SHMT2,SHMT2,protein_coding,protein_coding
ENSG00000182208,MOB2,MOB2,protein_coding,protein_coding
ENSG00000182218,HHIPL1,HHIPL1,protein_coding,protein_coding
ENSG00000182220,ATP6AP2,ATP6AP2,protein_coding,protein_coding
ENSG00000182223,ZAR1,ZAR1,protein_coding,protein_coding
ENSG00000182224,CYB5D1,CYB5D1,protein_coding,protein_coding
ENSG00000182230,FAM153B,,protein_coding,
ENSG00000182240,BACE2,BACE2,protein_coding,protein_coding
ENSG00000182247,UBE2E2,UBE2E2,protein_coding,protein_coding
ENSG00000182253,SYNM,SYNM,protein_coding,protein_coding
ENSG00000182255,KCNA4,KCNA4,protein_coding,protein_coding
ENSG00000182256,GABRG3,GABRG3,protein_coding,protein_coding
ENSG00000182257,PRR34,PRR34,lncRNA,lncRNA
ENSG00000182261,NLRP10,NLRP10,protein_coding,protein_coding
ENSG00000182263,FIGN,FIGN,protein_coding,protein_coding
ENSG00000182264,IZUMO1,IZUMO1,protein_coding,protein_coding
ENSG00000182271,TMIGD1,TMIGD1,protein_coding,protein_coding
ENSG00000182272,B4GALNT4,B4GALNT4,protein_coding,protein_coding
ENSG00000182287,AP1S2,AP1S2,protein_coding,protein_coding
ENSG00000182307,C8orf33,C8orf33,protein_coding,protein_coding
ENSG00000182308,DCAF4L1,DCAF4L1,protein_coding,protein_coding
ENSG00000182310,SPACA6,SPACA6,protein_coding,protein_coding
ENSG00000182315,MBD3L3,MBD3L3,protein_coding,protein_coding
ENSG00000182318,ZSCAN22,ZSCAN22,protein_coding,protein_coding
ENSG00000182324,KCNJ14,KCNJ14,protein_coding,protein_coding
ENSG00000182325,FBXL6,FBXL6,protein_coding,protein_coding
ENSG00000182326,C1S,C1S,protein_coding,protein_coding
ENSG00000182327,GLTPD2,GLTPD2,protein_coding,protein_coding
ENSG00000182329,KIAA2012,KIAA2012,protein_coding,protein_coding
ENSG00000182330,PRAMEF8,PRAMEF8,protein_coding,protein_coding
ENSG00000182333,LIPF,LIPF,protein_coding,protein_coding
ENSG00000182334,OR5P3,OR5P3,protein_coding,protein_coding
ENSG00000182346,DAOA,DAOA,protein_coding,protein_coding
ENSG00000182348,ZNF804B,ZNF804B,protein_coding,protein_coding
ENSG00000182352,C17orf77,CD300LD-AS1,lncRNA,lncRNA
ENSG00000182359,KBTBD3,KBTBD3,protein_coding,protein_coding
ENSG00000182362,YBEY,YBEY,protein_coding,protein_coding
ENSG00000182366,FAM87A,FAM87A,lncRNA,lncRNA
ENSG00000182372,CLN8,CLN8,protein_coding,protein_coding
ENSG00000182376,AC138028.1,,lncRNA,lncRNA
ENSG00000182378,PLCXD1,PLCXD1,protein_coding,protein_coding
ENSG00000182379,NXPH4,NXPH4,protein_coding,protein_coding
ENSG00000182389,CACNB4,CACNB4,protein_coding,protein_coding
ENSG00000182393,IFNL1,IFNL1,protein_coding,protein_coding
ENSG00000182400,TRAPPC6B,TRAPPC6B,protein_coding,protein_coding
ENSG00000182405,PGBD4,PGBD4,protein_coding,protein_coding
ENSG00000182415,CDY2A,CDY2A,protein_coding,protein_coding
ENSG00000182446,NPLOC4,NPLOC4,protein_coding,protein_coding
ENSG00000182447,OTOL1,OTOL1,protein_coding,protein_coding
ENSG00000182450,KCNK4,KCNK4,protein_coding,protein_coding
ENSG00000182459,TEX19,TEX19,protein_coding,protein_coding
ENSG00000182463,TSHZ2,TSHZ2,protein_coding,protein_coding
ENSG00000182472,CAPN12,CAPN12,protein_coding,protein_coding
ENSG00000182473,EXOC7,EXOC7,protein_coding,protein_coding
ENSG00000182477,,OR2B8P,,protein_coding
ENSG00000182481,KPNA2,KPNA2,protein_coding,protein_coding
ENSG00000182484,,WASH6P,,protein_coding
ENSG00000182489,XKRX,XKRX,protein_coding,protein_coding
ENSG00000182492,BGN,BGN,protein_coding,protein_coding
ENSG00000182504,CEP97,CEP97,protein_coding,protein_coding
ENSG00000182508,LHFPL1,LHFPL1,protein_coding,protein_coding
ENSG00000182511,FES,FES,protein_coding,protein_coding
ENSG00000182512,GLRX5,GLRX5,protein_coding,protein_coding
ENSG00000182518,FAM104B,FAM104B,protein_coding,protein_coding
ENSG00000182521,TBPL2,TBPL2,protein_coding,protein_coding
ENSG00000182533,CAV3,CAV3,protein_coding,protein_coding
ENSG00000182534,MXRA7,MXRA7,protein_coding,protein_coding
ENSG00000182541,LIMK2,LIMK2,protein_coding,protein_coding
ENSG00000182544,MFSD5,MFSD5,protein_coding,protein_coding
ENSG00000182545,RNASE10,RNASE10,protein_coding,protein_coding
ENSG00000182551,ADI1,ADI1,protein_coding,protein_coding
ENSG00000182552,RWDD4,RWDD4,protein_coding,protein_coding
ENSG00000182557,SPNS3,SPNS3,protein_coding,protein_coding
ENSG00000182566,CLEC4G,CLEC4G,protein_coding,protein_coding
ENSG00000182568,SATB1,SATB1,protein_coding,protein_coding
ENSG00000182575,NXPH3,NXPH3,protein_coding,protein_coding
ENSG00000182578,CSF1R,CSF1R,protein_coding,protein_coding
ENSG00000182580,EPHB3,EPHB3,protein_coding,protein_coding
ENSG00000182583,VCX,VCX,protein_coding,protein_coding
ENSG00000182584,ACTL10,,protein_coding,
ENSG00000182585,EPGN,EPGN,protein_coding,protein_coding
ENSG00000182586,LINC00334,LINC00334,lncRNA,lncRNA
ENSG00000182591,KRTAP11-1,KRTAP11-1,protein_coding,protein_coding
ENSG00000182600,SNORC,SNORC,protein_coding,protein_coding
ENSG00000182601,HS3ST4,HS3ST4,protein_coding,protein_coding
ENSG00000182606,TRAK1,TRAK1,protein_coding,protein_coding
ENSG00000182612,TSPAN10,TSPAN10,protein_coding,protein_coding
ENSG00000182613,OR2V2,OR2V2,protein_coding,protein_coding
ENSG00000182621,PLCB1,PLCB1,protein_coding,protein_coding
ENSG00000182628,SKA2,SKA2,protein_coding,protein_coding
ENSG00000182631,RXFP3,RXFP3,protein_coding,protein_coding
ENSG00000182634,OR10G7,OR10G7,protein_coding,protein_coding
ENSG00000182636,NDN,NDN,protein_coding,protein_coding
ENSG00000182645,CCDC172,CCDC172,protein_coding,protein_coding
ENSG00000182648,LINC01006,RNF32-DT,lncRNA,lncRNA
ENSG00000182652,OR4Q3,OR4Q3,protein_coding,protein_coding
ENSG00000182667,NTM,NTM,protein_coding,protein_coding
ENSG00000182670,TTC3,TTC3,protein_coding,protein_coding
ENSG00000182674,KCNB2,KCNB2,protein_coding,protein_coding
ENSG00000182676,PPP1R27,PPP1R27,protein_coding,protein_coding
ENSG00000182685,BRICD5,BRICD5,protein_coding,protein_coding
ENSG00000182687,GALR2,GALR2,protein_coding,protein_coding
ENSG00000182698,RESP18,RESP18,protein_coding,protein_coding
ENSG00000182700,IGIP,IGIP,protein_coding,protein_coding
ENSG00000182704,TSKU,TSKU,protein_coding,protein_coding
ENSG00000182712,CMC4,CMC4,protein_coding,protein_coding
ENSG00000182718,ANXA2,ANXA2,protein_coding,protein_coding
ENSG00000182732,RGS6,RGS6,protein_coding,protein_coding
ENSG00000182742,HOXB4,HOXB4,protein_coding,protein_coding
ENSG00000182747,SLC35D3,SLC35D3,protein_coding,protein_coding
ENSG00000182749,PAQR7,PAQR7,protein_coding,protein_coding
ENSG00000182752,PAPPA,PAPPA,protein_coding,protein_coding
ENSG00000182759,MAFA,MAFA,protein_coding,protein_coding
ENSG00000182768,NGRN,NGRN,protein_coding,protein_coding
ENSG00000182771,GRID1,GRID1,protein_coding,protein_coding
ENSG00000182774,RPS17,RPS17,protein_coding,protein_coding
ENSG00000182776,AC239585.1,,lncRNA,lncRNA
ENSG00000182782,HCAR2,HCAR2,protein_coding,protein_coding
ENSG00000182783,OR2T29,OR2T29,protein_coding,protein_coding
ENSG00000182791,CCDC87,CCDC87,protein_coding,protein_coding
ENSG00000182793,GSTA5,GSTA5,protein_coding,protein_coding
ENSG00000182795,C1orf116,C1orf116,protein_coding,protein_coding
ENSG00000182798,MAGEB17,MAGEB17,protein_coding,protein_coding
ENSG00000182809,CRIP2,CRIP2,protein_coding,protein_coding
ENSG00000182810,DDX28,DDX28,protein_coding,protein_coding
ENSG00000182816,KRTAP13-2,KRTAP13-2,protein_coding,protein_coding
ENSG00000182824,FAM230E,FAM230E,lncRNA,lncRNA
ENSG00000182827,ACBD3,ACBD3,protein_coding,protein_coding
ENSG00000182831,C16orf72,HAPSTR1,protein_coding,protein_coding
ENSG00000182836,PLCXD3,PLCXD3,protein_coding,protein_coding
ENSG00000182853,VMO1,VMO1,protein_coding,protein_coding
ENSG00000182854,OR4F15,OR4F15,protein_coding,protein_coding
ENSG00000182858,ALG12,ALG12,protein_coding,protein_coding
ENSG00000182866,LCK,LCK,protein_coding,protein_coding
ENSG00000182870,GALNT9,GALNT9,protein_coding,protein_coding
ENSG00000182871,COL18A1,COL18A1,protein_coding,protein_coding
ENSG00000182872,RBM10,RBM10,protein_coding,protein_coding
ENSG00000182873,PRKCZ-AS1,PRKCZ-AS1,lncRNA,lncRNA
ENSG00000182885,ADGRG3,ADGRG3,protein_coding,protein_coding
ENSG00000182890,GLUD2,GLUD2,protein_coding,protein_coding
ENSG00000182896,TMEM95,TMEM95,protein_coding,protein_coding
ENSG00000182898,TCHHL1,TCHHL1,protein_coding,protein_coding
ENSG00000182899,RPL35A,RPL35A,protein_coding,protein_coding
ENSG00000182901,RGS7,RGS7,protein_coding,protein_coding
ENSG00000182902,SLC25A18,SLC25A18,protein_coding,protein_coding
ENSG00000182903,ZNF721,ZNF721,protein_coding,protein_coding
ENSG00000182912,TSPEAR-AS2,TSPEAR-AS2,lncRNA,lncRNA
ENSG00000182916,TCEAL7,TCEAL7,protein_coding,protein_coding
ENSG00000182919,C11orf54,C11orf54,protein_coding,protein_coding
ENSG00000182923,CEP63,CEP63,protein_coding,protein_coding
ENSG00000182931,WFDC10B,WFDC10B,protein_coding,protein_coding
ENSG00000182934,SRPRA,SRPRA,protein_coding,protein_coding
ENSG00000182938,OTOP3,OTOP3,protein_coding,protein_coding
ENSG00000182944,EWSR1,EWSR1,protein_coding,protein_coding
ENSG00000182950,ODF3L1,ODF3L1,protein_coding,protein_coding
ENSG00000182952,HMGN4,HMGN4,protein_coding,protein_coding
ENSG00000182957,SPATA13,SPATA13,protein_coding,protein_coding
ENSG00000182963,GJC1,GJC1,protein_coding,protein_coding
ENSG00000182968,SOX1,SOX1,protein_coding,protein_coding
ENSG00000182973,CNOT10,CNOT10,protein_coding,protein_coding
ENSG00000182974,AC135068.1,OR4M2B,protein_coding,protein_coding
ENSG00000182979,MTA1,MTA1,protein_coding,protein_coding
ENSG00000182983,ZNF662,ZNF662,protein_coding,protein_coding
ENSG00000182985,CADM1,CADM1,protein_coding,protein_coding
ENSG00000182986,ZNF320,ZNF320,protein_coding,protein_coding
ENSG00000182993,C12orf60,C12orf60,protein_coding,protein_coding
ENSG00000183010,PYCR1,PYCR1,protein_coding,protein_coding
ENSG00000183011,NAA38,NAA38,protein_coding,protein_coding
ENSG00000183018,SPNS2,SPNS2,protein_coding,protein_coding
ENSG00000183019,MCEMP1,MCEMP1,protein_coding,protein_coding
ENSG00000183020,AP2A2,AP2A2,protein_coding,protein_coding
ENSG00000183023,SLC8A1,SLC8A1,protein_coding,protein_coding
ENSG00000183024,OR1G1,OR1G1,protein_coding,protein_coding
ENSG00000183032,SLC25A21,SLC25A21,protein_coding,protein_coding
ENSG00000183034,OTOP2,OTOP2,protein_coding,protein_coding
ENSG00000183035,CYLC1,CYLC1,protein_coding,protein_coding
ENSG00000183036,PCP4,PCP4,protein_coding,protein_coding
ENSG00000183044,ABAT,ABAT,protein_coding,protein_coding
ENSG00000183048,SLC25A10,SLC25A10,protein_coding,protein_coding
ENSG00000183049,CAMK1D,CAMK1D,protein_coding,protein_coding
ENSG00000183054,RGPD6,RGPD6,protein_coding,protein_coding
ENSG00000183060,LYSMD4,LYSMD4,protein_coding,protein_coding
ENSG00000183066,WBP2NL,WBP2NL,protein_coding,protein_coding
ENSG00000183067,IGSF5,IGSF5,protein_coding,protein_coding
ENSG00000183072,NKX2-5,NKX2-5,protein_coding,protein_coding
ENSG00000183077,AFMID,AFMID,protein_coding,protein_coding
ENSG00000183087,GAS6,GAS6,protein_coding,protein_coding
ENSG00000183090,FREM3,FREM3,protein_coding,protein_coding
ENSG00000183091,NEB,NEB,protein_coding,protein_coding
ENSG00000183092,BEGAIN,BEGAIN,protein_coding,protein_coding
ENSG00000183098,GPC6,GPC6,protein_coding,protein_coding
ENSG00000183111,ARHGEF37,ARHGEF37,protein_coding,protein_coding
ENSG00000183114,FAM43B,FAM43B,protein_coding,protein_coding
ENSG00000183117,CSMD1,CSMD1,protein_coding,protein_coding
ENSG00000183128,CALHM3,CALHM3,protein_coding,protein_coding
ENSG00000183134,PTGDR2,PTGDR2,protein_coding,protein_coding
ENSG00000183137,CEP57L1,CEP57L1,protein_coding,protein_coding
ENSG00000183145,RIPPLY3,RIPPLY3,protein_coding,protein_coding
ENSG00000183146,PRORY,PRORY,lncRNA,lncRNA
ENSG00000183148,ANKRD20A2,,protein_coding,
ENSG00000183150,GPR19,GPR19,protein_coding,protein_coding
ENSG00000183153,GJD3,GJD3,protein_coding,protein_coding
ENSG00000183154,AC138356.1,,lncRNA,lncRNA
ENSG00000183155,RABIF,RABIF,protein_coding,protein_coding
ENSG00000183160,TMEM119,TMEM119,protein_coding,protein_coding
ENSG00000183161,FANCF,FANCF,protein_coding,protein_coding
ENSG00000183166,CALN1,CALN1,protein_coding,protein_coding
ENSG00000183172,SMDT1,SMDT1,protein_coding,protein_coding
ENSG00000183185,GABRR3,GABRR3,protein_coding,protein_coding
ENSG00000183186,C2CD4C,C2CD4C,protein_coding,protein_coding
ENSG00000183196,CHST6,CHST6,protein_coding,protein_coding
ENSG00000183206,POTEC,POTEC,protein_coding,protein_coding
ENSG00000183207,RUVBL2,RUVBL2,protein_coding,protein_coding
ENSG00000183208,GDPGP1,GDPGP1,protein_coding,protein_coding
ENSG00000183230,CTNNA3,CTNNA3,protein_coding,protein_coding
ENSG00000183242,WT1-AS,WT1-AS,lncRNA,lncRNA
ENSG00000183246,RIMBP3C,RIMBP3C,protein_coding,protein_coding
ENSG00000183248,PRR36,PRR36,protein_coding,protein_coding
ENSG00000183250,LINC01547,LINC01547,lncRNA,lncRNA
ENSG00000183251,OR51B4,OR51B4,protein_coding,protein_coding
ENSG00000183255,PTTG1IP,PTTG1IP,protein_coding,protein_coding
ENSG00000183258,DDX41,DDX41,protein_coding,protein_coding
ENSG00000183260,ABHD16B,ABHD16B,protein_coding,protein_coding
ENSG00000183269,OR52E8,OR52E8,protein_coding,protein_coding
ENSG00000183273,CCDC60,CCDC60,protein_coding,protein_coding
ENSG00000183281,PLGLB1,PLGLB1,protein_coding,protein_coding
ENSG00000183283,DAZAP2,DAZAP2,protein_coding,protein_coding
ENSG00000183287,CCBE1,CCBE1,protein_coding,protein_coding
ENSG00000183291,SELENOF,SELENOF,protein_coding,protein_coding
ENSG00000183303,OR5P2,OR5P2,protein_coding,protein_coding
ENSG00000183304,FAM9A,FAM9A,protein_coding,protein_coding
ENSG00000183305,MAGEA2B,MAGEA2B,protein_coding,protein_coding
ENSG00000183307,TMEM121B,TMEM121B,protein_coding,protein_coding
ENSG00000183308,AC005037.1,,lncRNA,lncRNA
ENSG00000183309,ZNF623,ZNF623,protein_coding,protein_coding
ENSG00000183310,OR2T34,OR2T34,protein_coding,protein_coding
ENSG00000183313,OR52L1,OR52L1,protein_coding,protein_coding
ENSG00000183317,EPHA10,EPHA10,protein_coding,protein_coding
ENSG00000183318,SPDYE4,SPDYE4,protein_coding,protein_coding
ENSG00000183323,CCDC125,CCDC125,protein_coding,protein_coding
ENSG00000183324,REC114,REC114,protein_coding,protein_coding
ENSG00000183336,BOLA2,BOLA2,protein_coding,protein_coding
ENSG00000183337,BCOR,BCOR,protein_coding,protein_coding
ENSG00000183340,JRKL,JRKL,protein_coding,protein_coding
ENSG00000183346,CABCOCO1,CABCOCO1,protein_coding,protein_coding
ENSG00000183347,GBP6,GBP6,protein_coding,protein_coding
ENSG00000183354,KIAA2026,KIAA2026,protein_coding,protein_coding
ENSG00000183378,OVCH2,OVCH2,protein_coding,protein_coding
ENSG00000183379,SYNDIG1L,SYNDIG1L,protein_coding,protein_coding
ENSG00000183385,TTTY8,TTTY8,lncRNA,lncRNA
ENSG00000183386,FHL3,FHL3,protein_coding,protein_coding
ENSG00000183389,OR56A4,OR56A4,protein_coding,protein_coding
ENSG00000183395,PMCH,PMCH,protein_coding,protein_coding
ENSG00000183396,TMEM89,TMEM89,protein_coding,protein_coding
ENSG00000183397,C19orf71,TEKTIP1,protein_coding,protein_coding
ENSG00000183401,CCDC159,CCDC159,protein_coding,protein_coding
ENSG00000183421,RIPK4,RIPK4,protein_coding,protein_coding
ENSG00000183423,LRIT3,LRIT3,protein_coding,protein_coding
ENSG00000183426,NPIPA1,NPIPA1,protein_coding,protein_coding
ENSG00000183431,SF3A3,SF3A3,protein_coding,protein_coding
ENSG00000183434,TFDP3,TFDP3,protein_coding,protein_coding
ENSG00000183439,TRIM61,TRIM61,protein_coding,protein_coding
ENSG00000183454,GRIN2A,GRIN2A,protein_coding,protein_coding
ENSG00000183463,URAD,URAD,protein_coding,protein_coding
ENSG00000183470,AC009365.1,FLJ40288,lncRNA,lncRNA
ENSG00000183474,GTF2H2C,GTF2H2C,protein_coding,protein_coding
ENSG00000183475,ASB7,ASB7,protein_coding,protein_coding
ENSG00000183476,SH2D7,SH2D7,protein_coding,protein_coding
ENSG00000183479,TREX2,TREX2,protein_coding,protein_coding
ENSG00000183484,GPR132,GPR132,protein_coding,protein_coding
ENSG00000183486,MX2,MX2,protein_coding,protein_coding
ENSG00000183495,EP400,EP400,protein_coding,protein_coding
ENSG00000183496,MEX3B,MEX3B,protein_coding,protein_coding
ENSG00000183508,TENT5C,TENT5C,protein_coding,protein_coding
ENSG00000183513,COA5,COA5,protein_coding,protein_coding
ENSG00000183520,UTP11,UTP11,protein_coding,protein_coding
ENSG00000183527,PSMG1,PSMG1,protein_coding,protein_coding
ENSG00000183530,PRR14L,PRR14L,protein_coding,protein_coding
ENSG00000183535,COL18A1-AS1,COL18A1-AS1,lncRNA,lncRNA
ENSG00000183542,KLRC4,KLRC4,protein_coding,protein_coding
ENSG00000183549,ACSM5,ACSM5,protein_coding,protein_coding
ENSG00000183559,C10orf120,C10orf120,protein_coding,protein_coding
ENSG00000183560,IZUMO1R,IZUMO1R,protein_coding,protein_coding
